urgencia,ubicacion,ubicacion_especifica,piso,es_fase_2,tipo,fecha_hora
medium,oficina,P320,3,False,plagio,2025-08-17 13:28:00
high,almacén,,-1,True,plagio,2025-09-17 18:16:00
low,counter alumnos,,1,False,plagio,2025-03-07 02:17:00
low,almacén,,-1,True,plagio,2025-10-09 17:06:00
medium,aula magna,,-1,True,agresión,2025-03-11 18:34:00
medium,counter admisión,,1,False,plagio,2025-08-08 13:08:00
high,entrada,,1,False,plagio,2025-08-25 04:48:00
medium,sala sum,,1,False,agresión,2025-05-28 13:52:00
low,listo,,1,False,plagio,2025-02-02 18:40:00
low,counter alumnos,,1,False,plagio,2025-07-23 03:41:00
low,dirección general,,10,False,comportamiento,2025-08-17 10:46:00
low,dirección general,,10,False,plagio,2025-05-23 06:05:00
low,patio,,-1,True,plagio,2025-08-17 01:59:00
medium,oficina,P305,3,False,plagio,2025-07-11 21:35:00
low,counter alumnos,,1,False,plagio,2025-02-19 03:05:00
medium,listo,,1,False,plagio,2025-04-01 03:36:00
low,almacén,,-1,True,plagio,2025-01-03 22:46:00
high,aula,M601,6,False,plagio,2025-07-07 08:30:00
high,counter admisión,,1,False,plagio,2025-02-08 13:18:00
medium,aula magna,,-1,True,plagio,2025-09-16 13:22:00
medium,el café,,6,False,comportamiento,2025-07-20 03:37:00
low,aula,A402,4,False,plagio,2025-01-30 19:04:00
medium,entrada,,1,False,plagio,2025-08-11 16:26:00
high,entrada,,1,False,plagio,2025-05-17 03:20:00
low,lia cook,,11,False,agresión,2025-07-22 00:53:00
high,listo,,1,False,plagio,2025-08-15 03:40:00
low,sala sum,,1,False,agresión,2025-10-13 15:36:00
high,counter admisión,,1,False,plagio,2025-07-09 07:54:00
low,listo,,1,False,agresión,2025-01-02 19:16:00
medium,counter admisión,,1,False,plagio,2025-03-10 12:44:00
low,laboratorio,L507,5,False,comportamiento,2025-04-06 06:34:00
medium,counter alumnos,,1,False,agresión,2025-10-05 11:26:00
medium,oficina,P322,3,True,plagio,2025-09-02 19:55:00
medium,listo,,1,False,comportamiento,2025-06-02 08:48:00
low,patio,,-1,True,plagio,2025-01-10 02:46:00
low,almacén,,-1,True,plagio,2025-05-29 15:21:00
low,el café,,6,False,plagio,2025-03-01 13:56:00
high,counter admisión,,1,False,plagio,2025-01-29 06:30:00
low,sala sum,,1,False,plagio,2025-02-14 05:58:00
medium,jardines,,6,False,plagio,2025-08-30 03:57:00
low,counter admisión,,1,False,plagio,2025-02-19 12:27:00
low,aula magna,,-1,True,plagio,2025-03-12 21:59:00
medium,jardines,,6,False,comportamiento,2025-07-17 18:28:00
low,aula,A1001,10,False,comportamiento,2025-08-09 11:52:00
high,auditorio,,-1,False,comportamiento,2025-06-21 14:02:00
medium,aula magna,,-1,True,plagio,2025-09-15 04:07:00
high,dirección general,,10,False,plagio,2025-05-16 15:54:00
low,counter admisión,,1,False,plagio,2025-05-11 20:32:00
medium,almacén,,-1,True,plagio,2025-09-20 14:39:00
medium,patio,,-1,True,plagio,2025-10-16 10:14:00
high,entrada fase 2,,1,True,plagio,2025-08-17 13:47:00
medium,lia cook,,11,False,comportamiento,2025-03-29 10:03:00
high,almacén,,-1,True,plagio,2025-03-29 15:20:00
low,jardines,,6,False,plagio,2025-09-05 21:46:00
low,estacionamiento,,-1,False,plagio,2025-09-06 07:33:00
medium,almacén,,-1,True,plagio,2025-09-15 12:41:00
low,aula magna,,-1,True,plagio,2025-07-26 15:20:00
medium,sala de estudio,E1005,10,False,plagio,2025-01-29 12:48:00
low,aula magna,,-1,True,plagio,2025-08-02 15:11:00
low,aula,A706,7,False,plagio,2025-07-05 04:59:00
high,patio,,-1,True,plagio,2025-06-23 04:50:00
high,estacionamiento,,-1,False,plagio,2025-09-27 11:10:00
low,sala de estudio,E806,8,False,plagio,2025-10-08 02:52:00
high,entrada fase 2,,1,True,plagio,2025-09-27 06:23:00
low,sala de estudio,E815,8,False,plagio,2025-01-28 00:45:00
low,aula magna,,-1,True,plagio,2025-10-15 20:17:00
high,comedor,,1,True,comportamiento,2025-01-31 13:05:00
low,el café,,6,False,agresión,2025-08-26 15:17:00
high,counter admisión,,1,False,plagio,2025-08-10 17:12:00
low,estacionamiento,,-1,False,plagio,2025-10-18 17:49:00
low,lia cook,,11,False,plagio,2025-04-09 11:42:00
medium,aula magna,,-1,True,plagio,2025-03-01 11:49:00
high,entrada,,1,False,plagio,2025-06-18 02:37:00
low,estacionamiento,,-1,False,plagio,2025-06-03 17:59:00
low,aula magna,,-1,True,plagio,2025-03-08 08:32:00
low,entrada,,1,False,discriminación,2025-06-01 20:35:00
low,sala de estudio,E1009,10,False,plagio,2025-02-05 04:35:00
medium,sala de estudio,E1002,10,False,plagio,2025-03-16 01:06:00
medium,auditorio,,-1,False,plagio,2025-10-10 02:52:00
medium,counter admisión,,1,False,plagio,2025-03-13 12:48:00
low,lia cook,,11,False,plagio,2025-09-21 15:46:00
low,counter admisión,,1,False,comportamiento,2025-01-12 22:06:00
high,entrada,,1,False,plagio,2025-05-22 19:15:00
low,lia cook,,11,False,plagio,2025-06-21 08:22:00
low,aula,A101,1,False,plagio,2025-03-20 13:59:00
low,el café,,6,False,robo,2025-01-11 04:55:00
medium,laboratorio,L022,-2,False,plagio,2025-06-22 21:17:00
medium,aula magna,,-1,True,agresión,2025-08-19 02:47:00
medium,oficina,P601,6,False,comportamiento,2025-09-08 02:47:00
medium,lia cook,,11,False,plagio,2025-04-21 20:11:00
low,patio,,-1,True,plagio,2025-10-13 03:31:00
low,estacionamiento,,-1,False,robo,2025-07-18 01:58:00
low,almacén,,-1,True,comportamiento,2025-06-10 02:14:00
low,el café,,6,False,plagio,2025-10-11 19:42:00
low,patio,,-1,True,plagio,2025-10-26 00:41:00
low,laboratorio,L411,4,False,agresión,2025-02-22 06:03:00
low,patio,,-1,True,plagio,2025-03-31 03:51:00
low,oficina,P323,3,True,plagio,2025-07-13 18:26:00
low,patio,,-1,True,agresión,2025-03-16 08:23:00
low,counter admisión,,1,False,plagio,2025-10-16 06:23:00
low,lia cook,,11,False,plagio,2025-04-24 02:30:00
medium,auditorio,,-1,False,comportamiento,2025-06-27 04:51:00
medium,laboratorio,L404,4,False,comportamiento,2025-03-11 12:28:00
low,lia cook,,11,False,agresión,2025-01-07 03:29:00
medium,lia cook,,11,False,plagio,2025-04-25 01:54:00
medium,entrada fase 2,,1,True,comportamiento,2025-10-06 21:09:00
low,el café,,6,False,plagio,2025-04-05 21:30:00
low,auditorio,,-1,False,plagio,2025-08-03 05:18:00
medium,comedor,,1,True,agresión,2025-03-27 17:23:00
low,aula,A202,2,False,plagio,2025-01-02 20:08:00
high,counter alumnos,,1,False,plagio,2025-06-23 03:49:00
low,laboratorio,L105,1,True,comportamiento,2025-01-01 12:32:00
high,dirección general,,10,False,plagio,2025-06-06 16:43:00
medium,entrada fase 2,,1,True,plagio,2025-04-18 02:35:00
low,listo,,1,False,plagio,2025-09-13 19:36:00
medium,dirección general,,10,False,comportamiento,2025-06-01 16:41:00
medium,sala sum,,1,False,comportamiento,2025-08-15 07:47:00
medium,patio,,-1,True,plagio,2025-01-13 08:18:00
medium,counter alumnos,,1,False,comportamiento,2025-03-14 18:52:00
medium,sala sum,,1,False,plagio,2025-07-25 09:37:00
high,listo,,1,False,plagio,2025-06-19 05:43:00
low,entrada,,1,False,plagio,2025-10-10 02:53:00
high,dirección general,,10,False,plagio,2025-10-05 22:09:00
low,sala sum,,1,False,comportamiento,2025-02-16 05:57:00
low,counter admisión,,1,False,plagio,2025-02-25 09:31:00
high,aula magna,,-1,True,plagio,2025-02-23 06:35:00
low,sala de estudio,E807,8,False,plagio,2025-07-15 00:36:00
low,comedor,,1,True,plagio,2025-01-12 23:55:00
medium,sala de estudio,E812,8,False,comportamiento,2025-02-06 03:45:00
low,lia cook,,11,False,comportamiento,2025-02-28 09:47:00
low,patio,,-1,True,plagio,2025-08-27 16:53:00
low,comedor,,1,True,plagio,2025-01-07 13:22:00
low,lia cook,,11,False,comportamiento,2025-06-28 08:38:00
medium,lia cook,,11,False,plagio,2025-06-09 15:17:00
medium,estacionamiento,,-1,False,plagio,2025-06-05 21:24:00
low,el café,,6,False,plagio,2025-06-19 17:14:00
low,listo,,1,False,plagio,2025-08-07 04:31:00
low,estacionamiento,,-1,False,discriminación,2025-08-09 12:20:00
low,aula magna,,-1,True,plagio,2025-05-02 14:36:00
low,aula,A602,6,False,plagio,2025-05-06 22:33:00
low,entrada fase 2,,1,True,comportamiento,2025-04-19 21:39:00
high,aula,A907,9,False,plagio,2025-02-24 11:41:00
low,el café,,6,False,agresión,2025-02-12 21:56:00
high,counter alumnos,,1,False,comportamiento,2025-05-10 03:14:00
low,listo,,1,False,plagio,2025-07-14 02:38:00
medium,lia cook,,11,False,plagio,2025-04-28 01:30:00
low,estacionamiento,,-1,False,plagio,2025-03-20 09:00:00
low,sala de estudio,E812,8,False,plagio,2025-06-13 05:42:00
low,sala de estudio,E1006,10,False,comportamiento,2025-10-07 06:17:00
low,jardines,,6,False,plagio,2025-09-03 00:10:00
medium,aula magna,,-1,True,agresión,2025-05-05 19:34:00
low,auditorio,,-1,False,plagio,2025-09-21 15:38:00
low,dirección general,,10,False,comportamiento,2025-05-31 15:48:00
high,listo,,1,False,plagio,2025-02-02 20:07:00
medium,jardines,,6,False,comportamiento,2025-08-30 01:07:00
medium,almacén,,-1,True,agresión,2025-10-16 17:45:00
medium,counter admisión,,1,False,plagio,2025-05-10 09:57:00
low,estacionamiento,,-1,False,plagio,2025-09-27 12:09:00
low,patio,,-1,True,agresión,2025-06-07 12:15:00
low,laboratorio,L208,2,True,comportamiento,2025-08-31 12:51:00
low,comedor,,1,True,comportamiento,2025-06-05 20:50:00
low,comedor,,1,True,plagio,2025-01-14 11:14:00
low,auditorio,,-1,False,plagio,2025-06-02 11:16:00
low,counter alumnos,,1,False,plagio,2025-06-29 13:16:00
medium,comedor,,1,True,robo,2025-10-02 13:49:00
medium,dirección general,,10,False,plagio,2025-05-29 04:43:00
low,patio,,-1,True,plagio,2025-04-19 15:47:00
low,entrada fase 2,,1,True,comportamiento,2025-09-22 03:55:00
medium,comedor,,1,True,plagio,2025-08-22 10:07:00
low,almacén,,-1,True,plagio,2025-05-07 09:16:00
medium,aula,A803,8,False,plagio,2025-10-04 09:39:00
low,el café,,6,False,agresión,2025-03-08 19:22:00
low,entrada,,1,False,plagio,2025-07-23 19:27:00
high,entrada,,1,False,plagio,2025-08-06 11:11:00
medium,el café,,6,False,plagio,2025-08-18 00:19:00
low,almacén,,-1,True,comportamiento,2025-03-10 05:27:00
low,dirección general,,10,False,plagio,2025-01-27 14:14:00
medium,laboratorio,L404,4,False,comportamiento,2025-04-04 18:17:00
low,almacén,,-1,True,plagio,2025-07-24 07:49:00
low,patio,,-1,True,plagio,2025-03-31 10:57:00
low,patio,,-1,True,plagio,2025-07-16 04:24:00
medium,sala de estudio,E1007,10,False,plagio,2025-03-20 09:17:00
low,counter admisión,,1,False,agresión,2025-08-22 21:56:00
low,aula magna,,-1,True,plagio,2025-01-13 19:18:00
medium,laboratorio,L105,1,True,plagio,2025-05-06 00:01:00
low,sala sum,,1,False,plagio,2025-05-16 21:27:00
low,jardines,,6,False,plagio,2025-10-19 15:43:00
low,comedor,,1,True,plagio,2025-08-28 15:57:00
medium,patio,,-1,True,plagio,2025-05-25 14:46:00
low,counter alumnos,,1,False,plagio,2025-06-18 08:23:00
high,lia cook,,11,False,plagio,2025-06-24 04:09:00
medium,jardines,,6,False,plagio,2025-03-04 17:12:00
low,aula,S1102,11,False,plagio,2025-06-04 21:31:00
medium,dirección general,,10,False,plagio,2025-06-27 01:36:00
low,sala de estudio,E1008,10,False,plagio,2025-03-29 14:32:00
high,lia cook,,11,False,plagio,2025-07-04 04:52:00
medium,aula,A801,8,False,plagio,2025-05-16 20:42:00
medium,counter alumnos,,1,False,plagio,2025-05-07 21:48:00
low,sala de estudio,E1006,10,False,plagio,2025-05-31 00:28:00
medium,el café,,6,False,plagio,2025-03-31 09:42:00
low,auditorio,,-1,False,plagio,2025-07-22 17:20:00
low,oficina,P502,5,False,comportamiento,2025-01-30 01:15:00
medium,aula magna,,-1,True,plagio,2025-04-29 14:27:00
medium,estacionamiento,,-1,False,plagio,2025-09-28 02:09:00
low,sala sum,,1,False,agresión,2025-07-28 02:05:00
low,sala de estudio,E1008,10,False,plagio,2025-06-29 12:00:00
low,comedor,,1,True,comportamiento,2025-06-27 19:50:00
low,dirección general,,10,False,plagio,2025-03-30 16:11:00
low,counter admisión,,1,False,plagio,2025-01-31 12:47:00
medium,aula,A1002,10,False,plagio,2025-05-03 12:55:00
low,almacén,,-1,True,plagio,2025-04-24 05:18:00
medium,aula magna,,-1,True,plagio,2025-02-03 14:54:00
low,almacén,,-1,True,plagio,2025-10-01 22:16:00
low,aula,A802,8,False,plagio,2025-04-10 11:08:00
low,aula,A202,2,False,plagio,2025-07-22 09:38:00
medium,entrada,,1,False,plagio,2025-01-05 20:26:00
low,dirección general,,10,False,plagio,2025-08-09 09:37:00
low,entrada,,1,False,plagio,2025-05-06 11:31:00
low,lia cook,,11,False,comportamiento,2025-09-30 07:21:00
low,aula,M603,6,False,plagio,2025-04-12 02:06:00
low,comedor,,1,True,plagio,2025-02-27 02:22:00
high,dirección general,,10,False,plagio,2025-03-09 23:45:00
medium,oficina,P602,6,False,plagio,2025-02-04 18:28:00
low,sala sum,,1,False,comportamiento,2025-06-26 04:56:00
low,el café,,6,False,plagio,2025-02-24 00:29:00
medium,aula,A907,9,False,plagio,2025-04-23 00:21:00
low,entrada fase 2,,1,True,plagio,2025-04-26 12:04:00
medium,listo,,1,False,plagio,2025-10-26 14:09:00
medium,entrada,,1,False,plagio,2025-07-13 12:17:00
low,auditorio,,-1,False,plagio,2025-09-22 21:59:00
low,estacionamiento,,-1,False,comportamiento,2025-01-04 03:14:00
medium,patio,,-1,True,plagio,2025-01-28 05:56:00
low,counter admisión,,1,False,plagio,2025-08-28 21:27:00
medium,entrada,,1,False,plagio,2025-02-23 08:08:00
medium,entrada fase 2,,1,True,plagio,2025-08-08 03:30:00
medium,aula magna,,-1,True,plagio,2025-03-16 10:29:00
low,aula magna,,-1,True,comportamiento,2025-04-09 23:16:00
low,counter alumnos,,1,False,plagio,2025-10-08 06:41:00
low,comedor,,1,True,plagio,2025-08-29 03:51:00
low,sala de estudio,E807,8,False,comportamiento,2025-02-23 02:35:00
high,patio,,-1,True,plagio,2025-04-25 03:01:00
low,oficina,P609,6,False,plagio,2025-03-02 02:18:00
medium,patio,,-1,True,plagio,2025-07-09 17:25:00
low,patio,,-1,True,comportamiento,2025-07-15 14:58:00
medium,dirección general,,10,False,comportamiento,2025-01-26 13:55:00
low,estacionamiento,,-1,False,plagio,2025-04-06 06:27:00
medium,patio,,-1,True,comportamiento,2025-05-27 05:06:00
low,almacén,,-1,True,plagio,2025-10-09 12:22:00
low,auditorio,,-1,False,plagio,2025-07-26 16:17:00
low,patio,,-1,True,discriminación,2025-05-22 13:26:00
low,dirección general,,10,False,plagio,2025-06-16 06:08:00
medium,counter alumnos,,1,False,plagio,2025-08-13 16:55:00
low,jardines,,6,False,plagio,2025-02-18 01:27:00
low,aula magna,,-1,True,agresión,2025-04-11 15:14:00
low,comedor,,1,True,plagio,2025-01-06 16:49:00
low,almacén,,-1,True,plagio,2025-06-24 20:16:00
low,listo,,1,False,plagio,2025-03-16 18:08:00
low,entrada fase 2,,1,True,comportamiento,2025-10-06 08:44:00
medium,entrada fase 2,,1,True,agresión,2025-05-05 19:45:00
low,entrada fase 2,,1,True,plagio,2025-08-09 11:55:00
low,aula magna,,-1,True,plagio,2025-10-13 07:29:00
low,patio,,-1,True,plagio,2025-05-29 04:50:00
low,entrada,,1,False,comportamiento,2025-03-19 04:57:00
low,almacén,,-1,True,agresión,2025-01-09 23:55:00
medium,counter alumnos,,1,False,plagio,2025-10-01 19:01:00
low,comedor,,1,True,plagio,2025-10-21 05:14:00
medium,aula,A703,7,False,comportamiento,2025-04-09 23:58:00
low,patio,,-1,True,plagio,2025-06-08 06:31:00
medium,jardines,,6,False,plagio,2025-04-04 06:44:00
low,sala sum,,1,False,plagio,2025-03-14 04:09:00
low,entrada,,1,False,plagio,2025-10-12 22:35:00
high,el café,,6,False,plagio,2025-04-06 00:13:00
low,comedor,,1,True,agresión,2025-05-21 11:10:00
medium,counter alumnos,,1,False,comportamiento,2025-01-19 02:37:00
medium,comedor,,1,True,plagio,2025-06-29 08:55:00
low,counter admisión,,1,False,plagio,2025-04-25 00:51:00
low,patio,,-1,True,comportamiento,2025-02-27 16:56:00
low,sala de estudio,E1001,10,False,plagio,2025-08-13 03:58:00
low,almacén,,-1,True,plagio,2025-10-27 14:11:00
low,listo,,1,False,agresión,2025-06-04 17:14:00
low,laboratorio,L108,1,True,plagio,2025-07-22 04:00:00
low,estacionamiento,,-1,False,plagio,2025-09-21 03:09:00
low,patio,,-1,True,comportamiento,2025-03-09 12:56:00
low,dirección general,,10,False,plagio,2025-05-22 08:56:00
medium,aula,A203,2,False,plagio,2025-06-17 22:22:00
low,sala sum,,1,False,comportamiento,2025-06-14 19:50:00
low,oficina,P303,3,False,plagio,2025-06-15 08:02:00
low,oficina,P613,6,False,plagio,2025-09-04 11:44:00
medium,sala sum,,1,False,plagio,2025-01-14 05:38:00
medium,lia cook,,11,False,comportamiento,2025-04-16 02:28:00
low,el café,,6,False,plagio,2025-10-13 10:23:00
low,comedor,,1,True,plagio,2025-04-04 09:51:00
low,almacén,,-1,True,comportamiento,2025-03-30 12:46:00
low,estacionamiento,,-1,False,comportamiento,2025-02-07 23:24:00
high,patio,,-1,True,plagio,2025-07-04 21:24:00
low,sala sum,,1,False,plagio,2025-04-06 22:45:00
medium,entrada fase 2,,1,True,plagio,2025-04-05 07:22:00
medium,aula magna,,-1,True,plagio,2025-10-13 07:39:00
medium,dirección general,,10,False,plagio,2025-05-01 03:47:00
low,sala sum,,1,False,comportamiento,2025-07-02 10:55:00
medium,comedor,,1,True,plagio,2025-06-15 18:33:00
low,dirección general,,10,False,plagio,2025-10-12 10:40:00
low,jardines,,6,False,plagio,2025-03-12 15:03:00
medium,aula magna,,-1,True,plagio,2025-02-08 13:53:00
low,aula,A201,2,False,plagio,2025-10-18 12:02:00
medium,entrada fase 2,,1,True,plagio,2025-06-19 02:14:00
low,aula magna,,-1,True,plagio,2025-05-16 21:37:00
high,listo,,1,False,plagio,2025-10-01 21:12:00
low,counter admisión,,1,False,plagio,2025-07-14 11:56:00
medium,counter alumnos,,1,False,plagio,2025-08-17 07:27:00
low,lia cook,,11,False,agresión,2025-04-24 10:20:00
high,sala de estudio,E816,8,False,comportamiento,2025-07-01 09:39:00
low,comedor,,1,True,plagio,2025-04-01 09:49:00
low,comedor,,1,True,agresión,2025-07-24 23:31:00
medium,patio,,-1,True,plagio,2025-07-24 19:57:00
medium,dirección general,,10,False,plagio,2025-09-17 16:26:00
low,auditorio,,-1,False,plagio,2025-03-04 04:20:00
low,auditorio,,-1,False,plagio,2025-04-28 22:08:00
low,jardines,,6,False,plagio,2025-05-27 14:18:00
low,patio,,-1,True,plagio,2025-06-13 07:47:00
medium,aula,A902,9,False,comportamiento,2025-03-30 10:33:00
medium,counter admisión,,1,False,plagio,2025-10-07 04:14:00
low,lia cook,,11,False,plagio,2025-02-24 05:16:00
low,estacionamiento,,-1,False,agresión,2025-03-10 21:48:00
medium,entrada fase 2,,1,True,plagio,2025-07-05 12:22:00
low,counter alumnos,,1,False,plagio,2025-07-05 15:59:00
low,patio,,-1,True,plagio,2025-07-23 17:08:00
high,aula,A904,9,False,plagio,2025-09-04 02:24:00
low,jardines,,6,False,plagio,2025-09-18 08:05:00
low,lia cook,,11,False,plagio,2025-03-30 22:48:00
low,estacionamiento,,-1,False,plagio,2025-06-26 03:07:00
low,estacionamiento,,-1,False,comportamiento,2025-10-15 16:01:00
low,estacionamiento,,-1,False,plagio,2025-09-28 19:48:00
low,estacionamiento,,-1,False,agresión,2025-08-01 08:00:00
high,jardines,,6,False,plagio,2025-09-06 16:07:00
high,sala de estudio,E809,8,False,plagio,2025-04-27 18:59:00
low,laboratorio,L210,2,True,plagio,2025-03-05 03:08:00
medium,comedor,,1,True,plagio,2025-10-13 18:17:00
low,dirección general,,10,False,agresión,2025-09-13 19:35:00
low,aula,A602,6,False,plagio,2025-01-04 14:31:00
low,almacén,,-1,True,agresión,2025-09-10 06:24:00
low,estacionamiento,,-1,False,plagio,2025-07-07 14:03:00
low,jardines,,6,False,plagio,2025-08-17 12:25:00
medium,oficina,P302,3,False,plagio,2025-10-10 14:47:00
low,oficina,P612,6,False,plagio,2025-10-23 18:36:00
low,counter admisión,,1,False,plagio,2025-06-05 23:49:00
medium,sala de estudio,E1006,10,False,plagio,2025-04-21 15:22:00
